"","time_quasi_extinct"
"1",488
"2",33
"3",115
"4",73
"5",208
"6",105
"7",323
"8",367
"9",177
"10",371
"11",322
"12",288
"13",331
"14",165
"15",110
"16",5
"17",200
"18",207
"19",100
"20",82
"21",133
"22",68
"23",370
"24",265
"25",463
"26",43
"27",82
"28",39
"29",117
"30",201
"31",254
"32",438
"33",410
"34",138
"35",201
"36",6
"37",321
"38",19
"39",236
"40",85
"41",121
"42",417
"43",69
"44",7
"45",87
"46",500
"47",23
"48",57
"49",3
"50",152
"51",62
"52",176
"53",295
"54",48
"55",321
"56",409
"57",82
"58",72
"59",105
"60",104
"61",487
"62",171
"63",12
"64",397
"65",256
"66",171
"67",25
"68",304
"69",187
"70",87
"71",134
"72",335
"73",278
"74",235
"75",6
"76",222
"77",182
"78",206
"79",221
"80",6
"81",475
"82",152
"83",112
"84",463
"85",43
"86",45
"87",362
"88",33
"89",179
"90",265
"91",463
"92",149
"93",186
"94",280
"95",113
"96",372
"97",469
"98",267
"99",425
"100",130
"101",275
"102",115
"103",246
"104",374
"105",376
"106",399
"107",81
"108",149
"109",282
"110",13
"111",485
"112",152
"113",294
"114",442
"115",333
"116",326
"117",194
"118",155
"119",485
"120",74
"121",152
"122",434
"123",345
"124",175
"125",484
"126",192
"127",20
"128",336
"129",487
"130",16
"131",367
"132",14
"133",6
"134",312
"135",322
"136",49
"137",389
"138",354
"139",39
"140",32
"141",99
"142",28
"143",235
"144",4
"145",271
"146",28
"147",85
"148",465
"149",183
"150",106
"151",459
"152",220
"153",86
"154",80
"155",152
"156",272
"157",53
"158",478
"159",204
"160",196
"161",11
"162",454
"163",8
"164",449
"165",61
"166",9
"167",67
"168",55
"169",280
"170",496
"171",407
"172",35
"173",323
"174",36
"175",421
"176",367
"177",50
"178",187
"179",21
"180",169
"181",233
"182",73
"183",51
"184",158
"185",353
"186",60
"187",344
"188",381
"189",75
"190",16
"191",81
"192",28
"193",118
"194",460
"195",106
"196",347
"197",323
"198",268
"199",118
"200",194
"201",5
"202",13
"203",24
"204",132
"205",33
"206",12
"207",324
"208",170
"209",310
"210",134
"211",164
"212",210
"213",85
"214",162
"215",237
"216",128
"217",189
"218",124
"219",192
"220",45
"221",41
"222",410
"223",79
"224",37
"225",131
"226",130
"227",460
"228",117
"229",14
"230",286
"231",71
"232",450
"233",247
"234",65
"235",75
"236",42
"237",69
"238",53
"239",373
"240",125
"241",6
"242",118
"243",231
"244",135
"245",371
"246",343
"247",68
"248",36
"249",428
"250",99
"251",256
"252",36
"253",307
"254",283
"255",386
"256",279
"257",73
"258",11
"259",364
"260",188
"261",146
"262",372
"263",212
"264",460
"265",129
"266",315
"267",288
"268",31
"269",73
"270",58
"271",94
"272",202
"273",74
"274",103
"275",239
"276",263
"277",386
"278",485
"279",185
"280",8
"281",110
"282",38
"283",69
"284",155
"285",35
"286",327
"287",299
"288",6
"289",60
"290",68
"291",434
"292",83
"293",164
"294",338
"295",102
"296",179
"297",293
"298",29
"299",329
"300",48
"301",27
"302",17
"303",478
"304",110
"305",181
"306",344
"307",262
"308",418
"309",137
"310",273
"311",482
"312",246
"313",410
"314",5
"315",97
"316",45
"317",262
"318",232
"319",342
"320",405
"321",39
"322",282
"323",142
"324",165
"325",40
"326",124
"327",454
"328",312
"329",61
"330",314
"331",224
"332",18
"333",374
"334",375
"335",489
"336",101
"337",25
"338",7
"339",231
"340",5
"341",132
"342",19
"343",94
"344",54
"345",208
"346",214
"347",425
"348",304
"349",110
"350",194
"351",74
"352",333
"353",362
"354",136
"355",8
"356",101
"357",77
"358",498
"359",74
"360",383
"361",24
"362",191
"363",232
"364",413
"365",233
"366",131
"367",388
"368",341
"369",23
"370",140
"371",357
"372",17
"373",424
"374",158
"375",190
"376",275
"377",296
"378",103
"379",35
"380",3
"381",225
"382",69
"383",348
"384",341
"385",32
"386",121
"387",79
"388",45
"389",221
"390",215
"391",36
"392",24
"393",10
"394",7
"395",472
"396",226
"397",189
"398",124
"399",57
"400",445
"401",298
"402",85
"403",7
"404",415
"405",84
"406",53
"407",8
"408",192
"409",162
"410",28
"411",72
"412",75
"413",30
"414",45
"415",379
"416",199
"417",13
"418",19
"419",271
"420",28
"421",92
"422",194
"423",322
"424",265
"425",402
"426",257
"427",8
"428",184
"429",41
"430",7
"431",430
"432",184
"433",24
"434",82
"435",216
"436",331
"437",75
"438",32
"439",34
"440",196
"441",39
"442",199
"443",304
"444",160
"445",116
"446",353
"447",8
"448",275
"449",140
"450",252
"451",501
"452",210
"453",18
"454",443
"455",377
"456",115
"457",119
"458",332
"459",477
"460",35
"461",190
"462",33
"463",146
"464",319
"465",43
"466",480
"467",422
"468",483
"469",78
"470",77
"471",296
"472",136
"473",307
"474",32
"475",179
"476",37
"477",122
"478",50
"479",294
"480",388
"481",70
"482",417
"483",270
"484",299
"485",158
"486",52
"487",361
"488",78
"489",283
"490",3
"491",418
"492",93
"493",240
"494",103
"495",101
"496",280
"497",155
"498",265
"499",8
"500",69
"501",82
"502",15
"503",71
"504",120
"505",370
"506",467
"507",8
"508",243
"509",254
"510",424
"511",354
"512",292
"513",7
"514",446
"515",55
"516",125
"517",362
"518",120
"519",90
"520",342
"521",130
"522",118
"523",184
"524",128
"525",486
"526",37
"527",30
"528",445
"529",57
"530",19
"531",268
"532",56
"533",258
"534",72
"535",107
"536",324
"537",27
"538",204
"539",458
"540",300
"541",449
"542",175
"543",8
"544",329
"545",252
"546",23
"547",107
"548",181
"549",200
"550",344
"551",310
"552",455
"553",231
"554",295
"555",56
"556",140
"557",462
"558",7
"559",19
"560",98
"561",367
"562",240
"563",402
"564",284
"565",169
"566",402
"567",208
"568",40
"569",127
"570",176
"571",241
"572",56
"573",172
"574",202
"575",267
"576",494
"577",456
"578",293
"579",13
"580",301
"581",16
"582",285
"583",16
"584",227
"585",232
"586",88
"587",400
"588",154
"589",335
"590",284
"591",118
"592",165
"593",100
"594",243
"595",91
"596",463
"597",100
"598",98
"599",317
"600",91
"601",221
"602",391
"603",40
"604",430
"605",164
"606",62
"607",24
"608",144
"609",259
"610",112
"611",84
"612",69
"613",340
"614",21
"615",142
"616",43
"617",241
"618",488
"619",216
"620",224
"621",477
"622",8
"623",291
"624",408
"625",55
"626",63
"627",37
"628",254
"629",399
"630",18
"631",125
"632",6
"633",90
"634",15
"635",223
"636",158
"637",471
"638",143
"639",21
"640",273
"641",238
"642",397
"643",235
"644",320
"645",351
"646",86
"647",43
"648",322
"649",114
"650",61
"651",217
"652",241
"653",317
"654",162
"655",304
"656",340
"657",360
"658",101
"659",107
"660",406
"661",64
"662",444
"663",262
"664",174
"665",367
"666",492
"667",253
"668",455
"669",367
"670",10
"671",8
"672",451
"673",238
"674",85
"675",315
"676",213
"677",101
"678",167
"679",101
"680",459
"681",102
"682",420
"683",135
"684",64
"685",7
"686",393
"687",120
"688",170
"689",103
"690",194
"691",361
"692",179
"693",57
"694",259
"695",277
"696",152
"697",75
"698",407
"699",179
"700",207
"701",51
"702",424
"703",31
"704",161
"705",195
"706",268
"707",47
"708",501
"709",308
"710",369
"711",6
"712",315
"713",412
"714",116
"715",304
"716",162
"717",172
"718",3
"719",174
"720",68
"721",45
"722",20
"723",376
"724",70
"725",214
"726",33
"727",355
"728",93
"729",143
"730",41
"731",429
"732",385
"733",130
"734",399
"735",325
"736",90
"737",384
"738",418
"739",81
"740",132
"741",496
"742",68
"743",258
"744",283
"745",133
"746",347
"747",102
"748",394
"749",237
"750",340
"751",255
"752",286
"753",63
"754",86
"755",74
"756",158
"757",472
"758",267
"759",117
"760",10
"761",35
"762",283
"763",133
"764",106
"765",454
"766",310
"767",60
"768",51
"769",179
"770",196
"771",458
"772",108
"773",377
"774",151
"775",85
"776",8
"777",48
"778",114
"779",79
"780",16
"781",460
"782",5
"783",398
"784",467
"785",28
"786",300
"787",7
"788",419
"789",167
"790",53
"791",77
"792",39
"793",230
"794",427
"795",148
"796",212
"797",27
"798",64
"799",51
"800",283
"801",3
"802",445
"803",425
"804",310
"805",12
"806",64
"807",171
"808",486
"809",92
"810",428
"811",155
"812",447
"813",150
"814",454
"815",250
"816",174
"817",458
"818",332
"819",53
"820",315
"821",295
"822",104
"823",18
"824",4
"825",472
"826",187
"827",301
"828",373
"829",293
"830",316
"831",459
"832",93
"833",498
"834",432
"835",355
"836",223
"837",492
"838",52
"839",86
"840",416
"841",275
"842",20
"843",56
"844",89
"845",8
"846",95
"847",47
"848",10
"849",445
"850",96
"851",235
"852",55
"853",462
"854",61
"855",261
"856",174
"857",187
"858",88
"859",10
"860",441
"861",343
"862",230
"863",98
"864",184
"865",133
"866",83
"867",95
"868",253
"869",156
"870",60
"871",127
"872",439
"873",15
"874",257
"875",15
"876",66
"877",186
"878",429
"879",161
"880",237
"881",273
"882",386
"883",497
"884",453
"885",443
"886",313
"887",29
"888",85
"889",57
"890",75
"891",161
"892",77
"893",471
"894",114
"895",383
"896",369
"897",150
"898",250
"899",411
"900",387
"901",5
"902",466
"903",23
"904",322
"905",38
"906",216
"907",391
"908",171
"909",297
"910",131
"911",137
"912",342
"913",86
"914",4
"915",132
"916",85
"917",406
"918",469
"919",272
"920",47
"921",112
"922",46
"923",7
"924",110
"925",224
"926",338
"927",290
"928",169
"929",252
"930",49
"931",104
"932",299
"933",5
"934",69
"935",148
"936",459
"937",42
"938",47
"939",39
"940",349
"941",172
"942",10
"943",348
"944",64
"945",454
"946",243
"947",210
"948",216
"949",10
"950",109
"951",133
"952",270
"953",113
"954",225
"955",485
"956",108
"957",142
"958",35
"959",471
"960",420
"961",396
"962",173
"963",472
"964",252
"965",352
"966",432
"967",128
"968",56
"969",14
"970",160
"971",113
"972",18
"973",115
"974",68
"975",9
"976",279
"977",228
"978",248
"979",303
"980",55
"981",92
"982",148
"983",67
"984",115
"985",444
"986",17
"987",322
"988",254
"989",334
"990",62
"991",17
"992",10
"993",303
"994",444
"995",210
"996",340
"997",189
"998",498
"999",429
