"","time_quasi_extinct"
"1",54
"2",497
"3",148
"4",274
"5",25
"6",337
"7",305
"8",47
"9",419
"10",255
"11",356
"12",111
"13",430
"14",242
"15",37
"16",167
"17",470
"18",194
"19",477
"20",343
"21",340
"22",280
"23",303
"24",131
"25",159
"26",196
"27",135
"28",491
"29",93
"30",383
"31",141
"32",88
"33",398
"34",57
"35",321
"36",219
"37",166
"38",138
"39",436
"40",50
"41",468
"42",439
"43",438
"44",182
"45",309
"46",148
