"","time_quasi_extinct"
"1",333
"2",307
"3",379
"4",279
"5",227
"6",140
"7",128
"8",12
"9",165
"10",172
"11",228
"12",449
"13",72
"14",261
"15",217
"16",175
"17",304
"18",11
"19",123
"20",389
"21",481
"22",156
"23",352
"24",393
"25",478
"26",180
"27",58
"28",84
"29",321
"30",228
"31",235
"32",159
"33",75
"34",110
"35",362
"36",258
"37",462
"38",326
"39",407
"40",164
"41",156
"42",219
"43",268
"44",316
"45",11
"46",270
"47",263
"48",357
"49",88
"50",221
"51",42
