"","time_quasi_extinct"
"1",342
"2",349
"3",22
"4",22
"5",11
"6",465
"7",5
"8",186
"9",79
"10",475
"11",432
"12",251
"13",322
"14",323
"15",288
"16",459
"17",387
"18",485
"19",240
"20",408
"21",105
"22",339
"23",195
"24",157
"25",12
"26",162
"27",460
"28",60
"29",68
"30",268
"31",15
"32",74
"33",11
"34",165
"35",193
"36",155
"37",68
"38",73
"39",326
"40",355
"41",285
"42",43
"43",56
"44",474
"45",106
"46",193
"47",16
"48",196
"49",331
"50",479
"51",19
"52",420
"53",345
"54",284
"55",470
"56",60
"57",260
"58",106
"59",18
"60",145
"61",292
"62",421
"63",200
"64",298
"65",18
"66",339
"67",268
"68",260
"69",216
"70",312
"71",252
"72",457
"73",23
"74",40
"75",406
"76",268
"77",173
"78",163
"79",467
"80",275
"81",6
"82",241
"83",109
"84",150
"85",454
"86",130
"87",336
"88",82
"89",58
"90",5
"91",437
"92",468
"93",391
"94",410
"95",388
"96",463
"97",483
"98",92
"99",470
"100",339
"101",428
"102",138
"103",4
"104",425
"105",363
"106",436
"107",381
"108",429
"109",165
"110",212
"111",349
"112",325
"113",154
"114",75
"115",460
"116",479
"117",124
"118",109
"119",70
"120",5
"121",257
"122",300
"123",24
"124",481
"125",439
"126",11
"127",242
"128",9
"129",79
"130",355
"131",181
"132",6
"133",377
"134",289
"135",284
"136",463
"137",308
"138",303
"139",19
"140",154
"141",498
"142",438
"143",188
"144",101
"145",259
"146",144
"147",252
"148",88
"149",461
"150",36
"151",174
"152",174
"153",243
"154",215
"155",10
"156",25
"157",299
"158",193
"159",354
"160",121
"161",47
"162",407
"163",159
"164",375
"165",162
"166",415
"167",448
"168",17
"169",14
"170",324
"171",230
"172",27
"173",382
"174",325
"175",92
"176",178
"177",142
"178",81
"179",467
"180",280
"181",300
"182",258
"183",166
"184",170
"185",324
"186",8
"187",471
"188",451
"189",456
"190",52
"191",310
"192",278
"193",92
"194",93
"195",261
"196",118
"197",247
"198",301
"199",306
"200",212
"201",484
"202",113
"203",386
"204",294
"205",273
"206",316
"207",80
"208",460
"209",438
"210",31
"211",278
"212",223
"213",133
"214",282
"215",92
"216",4
"217",90
"218",72
"219",137
"220",462
"221",10
"222",170
"223",71
"224",485
"225",165
"226",283
"227",27
"228",48
"229",73
"230",90
"231",45
"232",252
"233",83
"234",9
"235",6
"236",119
"237",309
"238",432
"239",486
"240",5
"241",85
"242",173
"243",301
"244",339
"245",385
"246",453
"247",145
"248",430
"249",341
"250",233
"251",436
"252",359
