"","time_quasi_extinct"
"1",208
"2",193
"3",237
"4",350
"5",451
"6",314
"7",26
"8",159
"9",57
"10",321
"11",346
"12",7
"13",200
"14",344
"15",494
"16",449
"17",188
"18",394
"19",33
"20",81
"21",13
"22",49
"23",115
"24",87
"25",334
"26",161
"27",135
"28",414
"29",428
"30",73
"31",33
"32",447
"33",348
"34",369
"35",234
"36",381
"37",182
"38",286
"39",193
"40",316
"41",92
"42",320
"43",489
"44",387
"45",120
"46",330
"47",112
"48",351
"49",378
"50",402
"51",225
"52",322
"53",193
"54",32
"55",470
"56",110
"57",68
"58",173
"59",430
"60",403
"61",26
"62",235
"63",235
"64",408
"65",86
"66",59
"67",263
"68",159
"69",478
"70",371
"71",128
"72",329
"73",192
"74",402
"75",168
"76",317
"77",386
"78",357
"79",96
"80",215
"81",376
"82",114
"83",500
"84",384
"85",102
"86",44
"87",45
"88",124
"89",380
"90",60
"91",68
"92",228
"93",107
"94",194
"95",12
"96",344
"97",139
"98",39
"99",467
"100",460
"101",26
"102",260
"103",82
"104",394
"105",77
"106",471
"107",239
"108",204
"109",257
"110",104
"111",401
"112",321
"113",402
"114",457
"115",202
"116",12
"117",289
"118",165
"119",392
"120",43
"121",20
"122",153
"123",199
"124",35
"125",397
"126",102
"127",321
"128",153
"129",471
"130",89
"131",495
"132",401
"133",233
"134",489
"135",344
"136",344
"137",461
"138",34
"139",260
"140",249
"141",409
"142",341
"143",259
"144",173
"145",222
"146",344
"147",167
"148",429
"149",92
"150",384
"151",163
"152",417
"153",151
"154",151
"155",18
"156",57
"157",292
"158",149
"159",244
"160",71
"161",216
"162",442
"163",28
"164",267
"165",250
"166",394
"167",130
"168",190
"169",92
"170",499
"171",69
"172",313
"173",17
"174",123
"175",84
"176",352
"177",376
"178",481
"179",376
"180",293
"181",115
"182",133
"183",262
"184",490
"185",68
"186",496
"187",215
"188",458
"189",125
"190",240
"191",44
"192",50
"193",452
"194",53
"195",87
"196",488
"197",256
"198",472
"199",425
"200",237
"201",8
"202",385
"203",177
"204",336
"205",216
"206",234
"207",7
"208",335
"209",27
"210",238
"211",57
"212",476
"213",80
"214",348
"215",190
"216",445
"217",323
"218",292
"219",439
"220",131
"221",39
"222",260
"223",290
"224",360
"225",395
"226",466
"227",222
"228",290
"229",372
"230",180
"231",187
"232",53
"233",62
"234",97
"235",433
"236",185
"237",412
"238",225
"239",230
"240",432
"241",482
"242",416
"243",382
"244",84
"245",230
"246",479
"247",31
"248",404
"249",7
"250",287
"251",125
"252",478
"253",73
"254",167
"255",155
"256",381
"257",382
"258",93
"259",128
"260",9
"261",132
"262",371
"263",213
"264",370
"265",311
"266",432
"267",249
"268",492
"269",137
"270",71
"271",328
"272",198
"273",192
"274",464
"275",369
"276",87
"277",418
"278",140
"279",101
"280",158
"281",42
"282",27
"283",81
"284",58
"285",461
"286",181
"287",57
"288",156
"289",280
"290",309
"291",398
"292",475
"293",490
"294",283
"295",284
"296",326
"297",479
"298",448
"299",326
"300",253
"301",420
"302",88
"303",365
"304",219
"305",428
"306",222
"307",14
"308",122
"309",353
"310",490
"311",143
"312",216
"313",11
"314",250
"315",376
"316",76
"317",250
"318",200
"319",17
"320",419
"321",306
"322",131
"323",59
"324",194
"325",52
"326",339
"327",312
"328",118
"329",144
"330",286
"331",232
"332",430
"333",74
"334",52
"335",179
"336",86
"337",44
"338",20
"339",430
"340",187
"341",46
"342",30
"343",291
"344",26
"345",457
"346",53
"347",161
"348",447
"349",308
"350",219
"351",100
"352",471
"353",275
"354",456
"355",241
"356",373
"357",428
"358",186
"359",364
"360",45
"361",218
"362",460
"363",135
"364",243
"365",293
"366",59
"367",176
"368",355
"369",306
"370",30
"371",247
"372",266
"373",476
"374",92
"375",282
"376",26
"377",341
"378",134
"379",164
"380",137
"381",253
"382",398
"383",397
"384",477
"385",463
"386",418
"387",386
"388",32
"389",51
"390",76
"391",251
"392",465
"393",84
"394",160
"395",446
"396",126
"397",109
"398",225
"399",397
"400",394
"401",233
"402",243
"403",420
"404",222
"405",72
"406",267
"407",463
"408",109
"409",287
"410",373
"411",57
"412",405
"413",454
"414",366
"415",287
"416",412
"417",181
"418",462
"419",469
"420",7
"421",305
"422",491
"423",75
"424",172
"425",5
"426",360
"427",200
"428",406
"429",335
"430",59
"431",253
"432",355
