"","time_quasi_extinct"
"1",432
"2",137
"3",185
"4",484
"5",467
"6",250
"7",148
"8",110
"9",32
"10",209
"11",430
"12",179
"13",55
"14",123
"15",96
"16",209
"17",194
"18",221
"19",429
"20",400
"21",8
"22",131
"23",330
"24",261
"25",499
"26",193
"27",441
"28",257
"29",272
"30",353
"31",241
"32",52
"33",42
"34",110
"35",438
"36",435
"37",253
"38",121
"39",444
"40",281
"41",168
"42",278
"43",282
"44",171
"45",145
"46",352
"47",219
"48",420
"49",45
"50",470
"51",464
"52",438
"53",194
"54",199
"55",103
"56",437
"57",494
"58",350
"59",4
"60",234
"61",66
"62",393
"63",326
"64",131
"65",230
"66",341
"67",342
"68",478
"69",13
"70",334
"71",260
"72",179
"73",221
"74",266
"75",29
"76",135
"77",138
"78",100
"79",40
"80",217
"81",271
"82",283
"83",446
"84",290
"85",5
"86",432
"87",379
"88",207
"89",292
"90",431
"91",31
"92",500
"93",438
"94",316
"95",246
"96",275
"97",227
"98",301
"99",63
"100",8
"101",231
"102",256
"103",224
"104",246
"105",120
"106",207
"107",434
"108",235
"109",146
"110",490
"111",425
"112",414
"113",355
"114",71
"115",332
"116",125
"117",321
"118",450
"119",300
"120",236
"121",388
"122",151
"123",230
"124",158
"125",10
"126",213
"127",286
"128",275
"129",128
"130",314
"131",392
"132",400
"133",279
"134",143
"135",197
"136",399
"137",216
"138",160
"139",423
"140",313
"141",21
"142",373
"143",197
"144",13
"145",20
"146",160
"147",284
"148",311
"149",463
"150",483
"151",58
"152",471
"153",371
"154",389
"155",463
"156",205
"157",365
"158",68
"159",18
"160",291
"161",449
"162",63
"163",197
"164",8
"165",375
"166",184
"167",149
"168",8
"169",441
"170",146
"171",12
"172",424
"173",194
"174",483
"175",215
"176",150
"177",256
"178",96
"179",271
"180",485
"181",222
"182",64
"183",229
"184",221
"185",225
"186",445
"187",3
"188",105
"189",310
"190",378
"191",52
"192",357
"193",136
"194",347
"195",4
"196",372
"197",16
"198",47
"199",287
"200",6
"201",346
"202",73
"203",245
"204",107
"205",438
"206",226
"207",288
"208",10
"209",457
"210",227
"211",108
"212",283
"213",386
"214",35
"215",201
"216",182
"217",172
"218",83
"219",72
"220",180
"221",194
"222",92
"223",185
"224",442
"225",8
"226",428
"227",32
"228",174
"229",399
"230",134
"231",9
"232",11
"233",62
"234",88
"235",7
"236",500
"237",493
"238",366
"239",342
"240",358
"241",301
"242",63
"243",333
"244",126
"245",333
"246",127
"247",495
"248",295
"249",146
"250",437
"251",76
"252",449
"253",443
"254",383
"255",461
"256",147
"257",319
"258",242
"259",56
"260",72
"261",288
"262",161
"263",399
"264",425
"265",460
"266",62
"267",451
"268",177
"269",341
"270",461
"271",307
"272",81
"273",465
"274",6
"275",472
"276",108
"277",187
"278",325
"279",308
"280",112
"281",296
"282",36
"283",204
"284",95
"285",174
"286",220
"287",291
"288",297
"289",113
"290",126
"291",6
"292",253
"293",362
"294",47
"295",16
"296",96
"297",320
"298",98
"299",61
"300",9
"301",339
"302",287
"303",318
"304",238
"305",429
"306",100
"307",160
"308",214
"309",184
"310",49
"311",213
"312",260
"313",7
"314",281
"315",192
"316",67
"317",4
"318",63
"319",239
"320",392
"321",31
"322",498
"323",334
"324",388
"325",205
"326",7
"327",4
"328",342
"329",305
"330",243
"331",270
"332",160
"333",143
"334",107
"335",323
"336",200
"337",3
"338",440
"339",48
"340",389
"341",330
"342",4
"343",44
"344",66
"345",6
"346",286
"347",111
"348",110
"349",70
"350",251
"351",108
"352",5
"353",215
"354",77
"355",289
"356",362
"357",206
"358",305
"359",23
"360",267
"361",307
"362",208
"363",73
"364",108
"365",227
"366",345
"367",386
"368",196
"369",329
"370",103
"371",259
"372",140
"373",130
"374",489
"375",238
"376",449
"377",183
"378",172
"379",17
"380",215
"381",422
"382",442
"383",257
"384",32
"385",452
"386",271
"387",3
"388",70
"389",436
"390",306
"391",2
"392",41
"393",401
"394",99
"395",61
"396",375
"397",265
"398",10
"399",20
"400",14
"401",30
"402",294
"403",341
"404",150
"405",459
"406",478
"407",53
"408",146
"409",464
"410",436
"411",117
"412",436
"413",238
"414",83
"415",109
"416",363
"417",257
"418",171
"419",438
"420",163
"421",439
"422",79
"423",301
"424",377
"425",460
"426",490
"427",16
"428",437
"429",281
"430",219
"431",465
"432",137
"433",482
"434",404
"435",188
"436",17
"437",468
"438",458
"439",137
"440",123
"441",289
"442",422
"443",215
"444",361
"445",466
"446",63
"447",25
"448",73
"449",277
"450",25
"451",407
"452",305
"453",478
"454",422
"455",87
"456",3
"457",278
"458",384
"459",464
"460",8
"461",15
"462",128
"463",104
"464",230
"465",500
"466",102
"467",403
"468",173
"469",176
"470",293
"471",58
"472",397
"473",216
"474",432
"475",246
"476",3
"477",125
"478",231
"479",353
"480",318
"481",51
"482",5
"483",172
"484",271
"485",25
"486",3
"487",494
"488",83
"489",361
"490",158
"491",170
"492",151
"493",141
"494",290
"495",26
"496",500
"497",209
"498",147
"499",287
"500",203
"501",18
"502",39
"503",460
"504",460
"505",378
"506",119
"507",107
"508",187
"509",413
"510",101
"511",120
"512",148
"513",155
"514",3
"515",300
"516",363
"517",74
"518",17
"519",352
"520",342
"521",59
"522",369
"523",117
"524",376
"525",492
"526",341
"527",107
"528",225
"529",55
"530",194
"531",9
"532",72
"533",71
"534",26
"535",376
"536",62
"537",61
"538",403
"539",316
"540",270
"541",418
"542",169
"543",337
"544",362
"545",459
"546",143
"547",83
"548",389
"549",44
"550",464
"551",282
"552",3
"553",264
"554",427
"555",425
"556",33
"557",251
"558",455
"559",184
"560",285
"561",131
"562",121
"563",3
"564",56
"565",170
"566",215
"567",5
"568",35
"569",480
"570",121
"571",8
"572",150
"573",70
"574",18
"575",182
"576",343
"577",485
"578",101
"579",405
"580",154
"581",439
"582",142
"583",6
"584",86
"585",471
"586",124
"587",400
"588",443
"589",4
"590",336
"591",50
"592",323
"593",102
"594",20
"595",176
"596",170
"597",74
"598",107
"599",484
"600",245
"601",130
"602",111
"603",170
"604",334
"605",236
"606",224
"607",226
"608",464
"609",214
"610",341
"611",239
"612",383
"613",234
"614",442
"615",293
"616",269
"617",260
"618",178
"619",64
"620",4
"621",297
"622",390
"623",395
"624",119
"625",238
"626",209
"627",228
"628",246
"629",455
"630",249
"631",66
"632",313
"633",198
"634",35
"635",78
"636",246
"637",487
"638",247
"639",445
"640",242
"641",70
"642",156
"643",385
"644",13
"645",433
"646",287
"647",290
"648",47
"649",326
"650",116
"651",52
"652",465
"653",100
"654",440
"655",167
"656",103
"657",10
"658",327
"659",19
"660",344
"661",173
"662",57
"663",280
"664",304
"665",108
"666",105
"667",330
"668",286
"669",41
"670",133
"671",136
"672",102
"673",287
"674",164
"675",56
"676",170
"677",246
"678",440
"679",4
"680",339
"681",365
"682",414
"683",342
"684",28
"685",253
"686",359
"687",312
"688",424
"689",483
"690",327
"691",439
"692",268
"693",215
"694",312
"695",149
"696",65
"697",98
"698",146
"699",44
"700",169
"701",344
"702",371
"703",178
"704",380
"705",71
"706",488
"707",7
"708",459
"709",9
"710",439
"711",75
"712",40
"713",451
"714",170
"715",127
"716",133
"717",441
"718",447
"719",3
"720",208
"721",22
"722",7
"723",217
"724",260
"725",41
"726",110
"727",386
"728",213
"729",122
"730",13
"731",5
"732",352
"733",416
"734",70
"735",471
"736",239
"737",39
"738",128
"739",405
"740",54
"741",251
"742",379
"743",478
"744",42
"745",480
"746",271
"747",155
"748",239
"749",4
"750",419
"751",409
"752",218
"753",86
"754",53
"755",202
"756",7
"757",5
"758",411
"759",374
"760",176
"761",246
"762",185
"763",71
"764",33
"765",17
"766",163
"767",219
"768",478
"769",6
"770",212
"771",115
"772",238
"773",150
"774",195
"775",300
"776",226
"777",142
"778",499
"779",116
"780",4
"781",386
"782",357
"783",494
"784",37
"785",239
"786",283
"787",411
"788",83
"789",46
"790",241
"791",433
"792",144
"793",8
"794",340
"795",354
"796",219
"797",211
"798",442
"799",369
"800",396
"801",140
"802",245
"803",283
"804",394
"805",55
"806",368
"807",275
"808",56
"809",56
"810",62
"811",408
"812",120
"813",421
"814",194
"815",15
"816",99
"817",39
"818",268
"819",421
"820",177
"821",14
"822",443
"823",103
"824",94
"825",454
"826",265
"827",464
"828",483
"829",155
"830",154
"831",188
"832",423
"833",17
"834",215
"835",128
"836",3
"837",48
"838",71
"839",158
"840",407
"841",460
"842",107
"843",17
"844",426
"845",4
"846",342
"847",433
"848",158
"849",242
"850",348
"851",434
"852",34
"853",283
"854",142
"855",358
"856",442
"857",212
"858",386
"859",335
"860",174
"861",440
"862",474
"863",298
"864",96
"865",107
"866",204
"867",145
"868",454
"869",361
"870",444
"871",391
"872",207
"873",437
"874",374
"875",353
"876",218
"877",20
"878",466
"879",358
"880",168
"881",4
"882",6
"883",450
"884",83
"885",214
"886",216
"887",27
"888",439
"889",81
"890",267
"891",99
"892",56
"893",304
"894",9
"895",501
"896",340
"897",378
"898",145
"899",8
