"","time_quasi_extinct"
"1",233
"2",298
"3",35
"4",417
"5",454
"6",110
"7",230
"8",169
"9",349
"10",89
"11",35
"12",67
"13",86
"14",22
"15",302
"16",154
"17",189
"18",387
"19",463
"20",110
"21",29
"22",196
"23",498
"24",13
"25",72
"26",342
"27",344
"28",252
"29",169
"30",301
"31",246
"32",459
"33",105
"34",376
"35",358
"36",439
"37",301
"38",25
"39",374
"40",139
"41",309
"42",481
"43",141
"44",218
"45",285
"46",425
"47",405
"48",92
"49",64
"50",210
"51",339
"52",417
"53",62
"54",437
"55",284
"56",413
"57",251
"58",138
"59",158
"60",153
"61",202
"62",290
"63",434
"64",193
"65",419
"66",173
"67",375
"68",51
"69",104
"70",350
"71",97
"72",49
"73",132
"74",40
"75",224
"76",118
"77",485
"78",121
"79",304
"80",190
"81",470
"82",362
"83",434
"84",182
"85",281
"86",50
"87",100
"88",139
"89",132
"90",224
"91",63
"92",274
"93",209
"94",224
"95",356
"96",269
"97",190
"98",74
"99",406
"100",356
"101",150
"102",115
"103",232
"104",346
"105",166
"106",174
"107",478
"108",381
"109",478
"110",361
"111",103
"112",102
"113",13
"114",448
"115",46
"116",453
"117",46
"118",474
"119",263
"120",275
"121",292
"122",395
"123",451
"124",33
"125",188
"126",56
"127",51
"128",53
"129",378
"130",466
"131",386
"132",152
"133",481
"134",188
"135",501
"136",166
"137",499
"138",147
"139",270
"140",243
"141",102
"142",30
"143",319
"144",336
"145",486
"146",464
"147",442
"148",160
"149",334
"150",321
"151",98
"152",487
"153",421
"154",53
"155",65
"156",19
"157",474
"158",408
"159",448
"160",80
"161",103
"162",98
"163",268
"164",90
"165",66
"166",103
"167",205
"168",88
"169",320
"170",223
"171",113
"172",94
"173",490
"174",415
"175",204
"176",368
"177",228
"178",453
"179",203
"180",65
"181",194
"182",234
"183",479
"184",459
"185",113
"186",384
"187",339
"188",25
"189",106
"190",296
"191",55
"192",450
"193",18
"194",449
"195",425
"196",481
"197",42
"198",402
"199",270
"200",192
"201",59
"202",289
"203",130
"204",215
"205",241
"206",207
"207",312
"208",104
"209",203
"210",28
"211",112
"212",207
"213",48
"214",439
"215",378
"216",28
"217",484
"218",152
"219",474
"220",14
"221",176
"222",399
"223",242
"224",442
"225",178
"226",39
"227",333
"228",331
"229",246
"230",92
"231",474
"232",162
"233",328
"234",267
"235",428
"236",228
"237",138
"238",382
"239",68
"240",30
"241",294
"242",173
"243",438
"244",497
"245",212
"246",41
"247",105
"248",124
"249",492
"250",71
"251",110
"252",114
"253",18
"254",480
"255",121
"256",470
"257",325
"258",195
"259",20
"260",415
"261",357
"262",158
"263",234
"264",153
"265",93
"266",56
"267",55
"268",310
"269",313
"270",409
"271",6
"272",227
"273",66
"274",124
"275",396
"276",93
"277",90
"278",413
"279",346
"280",358
"281",405
"282",447
"283",165
"284",83
"285",122
"286",252
"287",234
"288",283
"289",174
"290",155
"291",470
"292",208
"293",158
"294",266
"295",474
"296",80
"297",360
"298",387
"299",200
"300",82
"301",20
"302",110
"303",70
"304",184
"305",73
"306",21
"307",314
"308",361
"309",13
"310",226
"311",459
"312",326
"313",280
"314",260
"315",29
"316",261
"317",228
"318",420
"319",230
"320",130
"321",173
"322",161
"323",112
"324",42
"325",89
"326",343
"327",234
"328",253
"329",136
"330",127
"331",384
"332",100
"333",115
"334",127
"335",119
"336",316
"337",82
"338",382
"339",257
"340",83
"341",372
"342",172
"343",277
"344",437
"345",472
"346",379
"347",417
"348",110
"349",278
"350",235
"351",20
"352",120
"353",341
"354",333
"355",212
"356",355
"357",313
"358",36
"359",142
"360",428
"361",173
"362",66
"363",491
"364",39
"365",203
"366",71
"367",55
"368",6
"369",137
"370",197
"371",292
"372",57
"373",45
"374",297
"375",128
"376",18
"377",120
"378",223
"379",281
"380",152
"381",29
"382",165
"383",155
"384",261
"385",358
"386",462
"387",126
"388",136
"389",452
"390",409
"391",171
"392",375
"393",338
"394",311
"395",402
"396",140
"397",363
"398",431
"399",187
"400",198
"401",463
"402",322
"403",290
"404",186
"405",343
"406",69
"407",348
"408",47
"409",145
"410",336
"411",157
"412",148
"413",477
"414",472
"415",46
"416",94
"417",470
"418",298
"419",275
"420",103
"421",433
"422",318
"423",291
"424",496
"425",464
"426",358
"427",313
"428",433
"429",185
"430",360
"431",126
"432",234
"433",251
"434",173
"435",73
"436",85
"437",248
"438",318
"439",405
"440",179
"441",500
"442",167
"443",132
"444",129
"445",297
"446",460
"447",466
"448",359
"449",99
"450",76
"451",42
"452",224
"453",396
"454",481
"455",368
"456",259
"457",101
"458",265
"459",275
"460",278
"461",173
"462",160
"463",441
"464",247
"465",170
"466",276
"467",151
"468",70
"469",359
"470",303
"471",262
"472",68
"473",390
"474",163
"475",281
"476",444
"477",262
"478",417
"479",435
"480",358
"481",230
"482",90
"483",57
"484",170
"485",490
"486",48
"487",65
"488",208
"489",135
"490",86
"491",333
"492",18
"493",195
"494",131
"495",65
"496",94
"497",324
"498",79
"499",92
"500",102
"501",269
"502",28
"503",259
"504",336
"505",362
"506",250
"507",83
"508",250
"509",450
"510",102
"511",114
"512",383
"513",482
"514",282
"515",191
"516",138
"517",297
"518",467
"519",90
"520",439
"521",234
"522",394
"523",404
"524",354
"525",405
"526",14
"527",186
"528",478
"529",430
"530",387
"531",26
"532",459
"533",299
"534",36
"535",88
"536",215
"537",39
"538",99
"539",156
"540",341
"541",404
"542",224
"543",166
"544",335
"545",492
"546",318
"547",34
"548",192
"549",321
"550",116
"551",314
"552",173
"553",175
"554",66
"555",17
"556",220
"557",403
"558",132
"559",258
"560",83
"561",276
"562",331
"563",362
"564",276
"565",257
"566",345
"567",269
"568",369
"569",211
"570",407
"571",9
"572",35
"573",32
"574",396
"575",113
"576",386
"577",449
"578",451
"579",211
"580",399
"581",248
"582",78
"583",99
"584",221
"585",155
"586",196
"587",307
"588",15
"589",238
"590",208
"591",299
"592",349
"593",236
"594",309
"595",102
"596",56
"597",271
"598",216
"599",405
"600",401
"601",487
"602",264
"603",453
"604",154
"605",14
"606",16
"607",492
"608",333
"609",271
"610",192
"611",147
"612",452
"613",353
"614",378
"615",394
"616",469
"617",151
"618",166
"619",128
"620",224
"621",489
"622",187
"623",418
"624",232
"625",11
"626",415
"627",394
"628",233
"629",140
"630",138
"631",61
"632",98
"633",404
"634",335
"635",457
"636",321
"637",174
"638",288
"639",135
"640",75
"641",109
"642",69
"643",183
"644",488
"645",95
"646",459
"647",317
"648",231
"649",145
"650",235
"651",93
"652",16
"653",46
"654",46
"655",158
"656",280
"657",220
"658",300
"659",273
"660",475
"661",293
"662",158
"663",360
"664",313
"665",17
"666",169
"667",422
"668",385
"669",290
"670",249
"671",467
"672",256
"673",102
"674",29
"675",245
"676",255
"677",248
"678",191
"679",363
"680",150
"681",501
"682",386
"683",40
"684",213
"685",121
"686",337
"687",486
"688",102
"689",146
"690",53
"691",389
"692",185
"693",491
"694",113
"695",182
"696",124
"697",130
"698",369
"699",167
"700",108
"701",224
"702",435
"703",349
"704",283
"705",90
"706",436
"707",104
"708",224
"709",438
"710",316
"711",423
"712",43
"713",45
"714",338
"715",111
"716",404
"717",221
"718",117
"719",178
"720",405
"721",143
"722",161
"723",15
"724",383
"725",483
"726",420
"727",443
"728",271
"729",17
"730",267
"731",305
"732",38
"733",298
"734",144
"735",247
"736",225
"737",275
"738",129
"739",415
"740",195
"741",67
"742",289
"743",139
"744",124
"745",432
"746",166
"747",279
"748",187
"749",9
"750",187
"751",499
"752",340
"753",39
"754",265
"755",379
"756",38
"757",380
"758",301
"759",134
"760",330
"761",475
"762",493
"763",54
"764",358
"765",401
"766",317
"767",293
"768",329
"769",499
"770",295
"771",258
"772",496
"773",99
"774",257
"775",342
"776",116
"777",124
"778",126
"779",268
"780",300
"781",33
"782",217
"783",188
"784",108
"785",129
"786",307
"787",260
"788",237
"789",454
"790",202
"791",48
"792",168
"793",193
"794",497
"795",76
"796",139
"797",461
"798",13
"799",145
"800",281
"801",33
"802",144
"803",417
"804",107
"805",420
"806",92
"807",300
"808",485
"809",433
"810",284
"811",16
"812",376
"813",216
"814",43
"815",175
"816",45
"817",445
"818",152
"819",284
"820",206
"821",33
"822",31
"823",44
"824",344
"825",365
"826",279
"827",185
"828",17
"829",278
"830",90
"831",196
"832",206
"833",118
"834",50
"835",265
"836",200
"837",161
"838",282
"839",167
"840",66
"841",178
"842",83
"843",251
"844",186
"845",80
"846",178
"847",426
"848",150
"849",136
"850",30
"851",229
"852",116
"853",481
"854",436
"855",396
"856",364
"857",36
"858",465
"859",238
"860",19
"861",24
"862",249
"863",261
"864",132
"865",164
"866",435
"867",404
"868",235
"869",301
"870",260
"871",36
"872",434
"873",202
"874",53
"875",164
"876",466
"877",477
"878",214
"879",328
"880",179
"881",373
"882",12
"883",477
"884",65
"885",317
"886",134
"887",340
"888",13
"889",479
"890",473
"891",51
"892",319
"893",270
"894",396
"895",370
"896",403
"897",495
"898",471
"899",364
"900",25
"901",69
"902",25
"903",422
"904",424
"905",330
"906",231
"907",479
"908",345
"909",173
"910",479
"911",217
"912",376
"913",386
"914",330
"915",46
"916",196
"917",275
"918",113
"919",398
"920",76
"921",28
"922",32
"923",491
"924",360
"925",266
"926",364
"927",235
"928",165
"929",137
"930",215
"931",144
"932",48
"933",333
"934",327
"935",282
"936",391
"937",147
"938",51
"939",109
"940",25
"941",89
"942",381
"943",256
"944",40
"945",501
"946",121
"947",259
"948",398
"949",450
"950",298
"951",455
"952",272
"953",352
"954",133
"955",148
"956",158
"957",74
"958",410
"959",61
"960",385
"961",154
"962",84
"963",212
"964",358
"965",484
"966",431
"967",192
"968",36
"969",297
"970",465
"971",231
"972",470
"973",501
"974",242
"975",445
"976",445
"977",450
"978",131
"979",184
"980",208
"981",383
"982",13
"983",341
"984",345
"985",185
"986",141
"987",229
"988",10
"989",333
"990",331
"991",140
"992",109
"993",202
"994",206
"995",294
"996",346
"997",308
"998",458
"999",188
"1000",192
"1001",496
"1002",174
"1003",289
"1004",395
"1005",275
"1006",110
"1007",21
"1008",268
"1009",340
"1010",70
"1011",216
"1012",238
"1013",408
"1014",243
"1015",75
"1016",437
"1017",67
"1018",168
"1019",499
"1020",202
"1021",314
"1022",264
"1023",65
"1024",325
"1025",237
"1026",275
"1027",284
"1028",68
"1029",328
"1030",350
"1031",47
"1032",404
"1033",471
