"","time_quasi_extinct"
"1",229
"2",293
"3",269
"4",432
"5",488
"6",19
"7",297
"8",11
"9",204
"10",383
"11",483
"12",396
"13",191
"14",215
"15",436
"16",95
"17",5
"18",276
"19",14
"20",223
"21",152
"22",183
"23",325
"24",257
"25",106
"26",191
"27",501
"28",21
"29",92
"30",102
"31",84
"32",415
"33",171
"34",463
"35",227
"36",280
"37",93
"38",419
"39",374
"40",374
"41",132
"42",311
"43",247
"44",79
"45",272
"46",54
"47",229
"48",159
"49",145
"50",111
"51",499
"52",11
"53",204
"54",275
"55",77
"56",293
"57",417
"58",300
"59",345
"60",64
"61",9
"62",215
"63",404
"64",82
"65",387
"66",402
"67",321
"68",241
"69",134
"70",86
"71",483
"72",435
"73",93
"74",447
"75",52
"76",198
"77",426
"78",410
"79",190
"80",447
"81",363
"82",270
"83",317
"84",147
"85",347
"86",203
"87",488
"88",357
"89",449
"90",194
"91",190
"92",86
"93",250
"94",252
"95",140
"96",125
"97",46
"98",10
"99",35
"100",462
"101",59
"102",287
"103",115
"104",366
"105",419
"106",395
"107",483
"108",29
"109",178
"110",284
"111",441
"112",421
"113",110
"114",201
"115",267
"116",81
"117",181
"118",131
"119",173
"120",108
"121",374
"122",439
"123",212
"124",113
"125",448
"126",309
"127",359
"128",101
"129",499
"130",230
"131",136
"132",103
"133",231
"134",433
"135",207
"136",107
"137",359
"138",51
"139",408
"140",56
"141",470
"142",453
"143",12
"144",67
"145",483
"146",156
"147",5
"148",476
"149",165
"150",36
"151",189
"152",315
"153",229
"154",499
"155",272
"156",154
"157",10
"158",476
"159",93
"160",347
"161",103
"162",173
"163",443
"164",62
"165",75
"166",20
"167",273
"168",434
"169",444
"170",148
"171",87
"172",40
"173",251
"174",221
"175",321
"176",408
"177",131
"178",319
"179",93
"180",34
"181",109
"182",195
"183",218
"184",403
"185",211
"186",237
"187",297
"188",314
"189",456
"190",394
"191",264
"192",91
"193",413
"194",265
"195",151
"196",481
"197",232
"198",70
"199",105
"200",474
"201",396
"202",154
"203",91
"204",150
"205",112
"206",412
"207",267
"208",108
"209",283
"210",262
"211",258
"212",177
"213",143
"214",131
"215",459
"216",175
"217",361
"218",15
"219",209
"220",115
"221",183
"222",448
"223",489
"224",413
"225",138
"226",441
"227",129
"228",73
"229",363
"230",182
"231",222
"232",450
"233",303
"234",123
"235",152
"236",416
"237",14
"238",418
"239",42
"240",288
"241",166
"242",386
"243",328
"244",210
"245",150
"246",359
"247",149
"248",160
"249",153
"250",343
"251",409
"252",248
"253",478
"254",9
"255",302
"256",386
"257",245
"258",204
"259",348
"260",231
"261",20
"262",219
"263",196
"264",305
"265",22
"266",212
"267",173
"268",27
"269",10
"270",275
"271",62
"272",242
"273",59
"274",270
"275",393
"276",211
"277",102
"278",415
"279",176
"280",373
"281",90
"282",89
"283",75
"284",78
"285",133
"286",246
"287",218
"288",486
"289",30
"290",75
"291",320
"292",453
"293",256
"294",366
"295",130
"296",459
"297",67
"298",269
"299",58
"300",268
"301",269
"302",248
"303",153
"304",478
"305",196
"306",429
"307",440
"308",249
"309",488
"310",480
"311",13
"312",209
"313",175
"314",220
"315",89
"316",161
"317",487
"318",447
"319",85
"320",340
"321",207
"322",91
"323",90
"324",289
"325",313
"326",247
"327",299
"328",13
"329",239
"330",79
"331",453
"332",134
"333",354
"334",409
"335",395
"336",402
"337",244
"338",92
"339",347
"340",327
"341",27
"342",111
"343",327
"344",261
"345",93
"346",192
"347",142
"348",188
"349",32
"350",9
"351",39
"352",71
"353",267
"354",124
"355",152
"356",384
"357",261
"358",479
"359",451
"360",433
"361",368
"362",217
"363",133
"364",38
"365",95
"366",444
"367",206
"368",328
"369",261
"370",253
"371",452
"372",57
"373",365
"374",443
"375",409
"376",333
"377",284
"378",32
"379",94
"380",216
"381",376
"382",481
"383",39
"384",143
"385",125
"386",354
"387",417
"388",184
"389",489
"390",22
"391",123
"392",298
"393",111
"394",35
"395",185
"396",441
"397",85
"398",176
"399",80
"400",482
"401",199
"402",125
"403",189
"404",384
"405",28
"406",7
"407",151
"408",386
"409",464
"410",52
"411",340
"412",99
"413",146
"414",392
"415",399
"416",157
"417",396
"418",202
"419",353
"420",118
"421",323
"422",75
"423",446
"424",74
"425",391
"426",362
"427",241
"428",491
"429",136
"430",281
"431",500
"432",61
"433",495
"434",294
"435",134
