"","time_quasi_extinct"
"1",48
"2",197
"3",369
"4",274
"5",20
"6",367
"7",10
"8",36
"9",393
"10",391
"11",317
"12",30
"13",363
"14",392
"15",63
"16",105
"17",309
"18",62
"19",276
"20",136
"21",284
"22",345
"23",215
"24",4
"25",197
"26",339
"27",85
"28",117
"29",230
"30",45
"31",413
"32",187
"33",199
"34",297
"35",299
"36",216
"37",208
"38",34
"39",225
"40",13
"41",61
"42",114
"43",357
"44",125
"45",470
"46",9
"47",219
"48",52
"49",397
"50",315
"51",4
"52",413
"53",252
"54",460
"55",75
"56",154
"57",361
"58",318
"59",136
"60",375
"61",399
"62",473
"63",476
"64",86
"65",388
"66",81
"67",64
"68",334
"69",159
"70",172
"71",145
"72",335
"73",243
"74",151
"75",386
"76",274
"77",130
"78",390
"79",142
"80",354
"81",347
"82",155
"83",76
"84",38
"85",319
"86",26
"87",491
"88",96
"89",210
"90",352
"91",413
"92",33
"93",475
"94",33
"95",355
"96",12
"97",302
"98",444
"99",255
"100",24
"101",302
"102",324
"103",481
"104",134
"105",229
"106",250
"107",287
"108",420
"109",500
"110",39
"111",36
"112",380
"113",9
"114",362
"115",312
"116",232
"117",363
"118",43
"119",19
"120",430
"121",357
"122",12
"123",33
"124",323
"125",286
"126",279
"127",121
"128",226
"129",90
"130",324
"131",144
"132",459
"133",111
"134",128
"135",9
"136",32
"137",331
"138",229
"139",314
"140",224
"141",8
"142",164
"143",356
"144",472
"145",415
"146",367
"147",253
"148",342
"149",348
"150",465
"151",38
"152",151
"153",163
"154",305
"155",120
"156",317
"157",142
"158",83
"159",53
"160",193
"161",179
"162",223
"163",410
"164",302
"165",120
"166",198
"167",19
"168",366
"169",89
"170",338
"171",353
"172",392
"173",51
"174",208
"175",58
"176",64
"177",478
"178",380
"179",33
"180",361
"181",432
"182",315
"183",446
"184",474
"185",444
"186",376
"187",206
"188",192
"189",465
"190",429
"191",172
"192",225
"193",474
"194",71
"195",206
"196",234
"197",107
"198",341
"199",73
"200",241
"201",240
"202",186
"203",60
"204",286
"205",258
"206",47
"207",435
"208",49
"209",116
"210",33
"211",76
"212",422
"213",169
"214",218
"215",12
"216",350
"217",109
"218",327
"219",75
"220",228
"221",230
"222",306
"223",23
"224",58
"225",201
"226",289
"227",422
"228",186
"229",87
"230",122
"231",208
"232",161
"233",48
"234",233
"235",220
"236",203
"237",360
"238",405
"239",171
"240",468
"241",11
"242",132
"243",299
"244",364
"245",81
"246",469
"247",370
"248",170
"249",225
"250",193
"251",122
"252",189
"253",348
"254",128
"255",373
"256",458
"257",459
"258",40
"259",113
"260",174
"261",422
"262",495
"263",96
"264",232
"265",259
"266",129
"267",173
"268",25
"269",359
"270",328
"271",140
"272",320
"273",27
"274",186
"275",456
"276",383
"277",70
"278",400
"279",480
"280",447
"281",295
"282",90
"283",226
"284",92
"285",11
"286",253
"287",152
"288",128
"289",20
"290",261
"291",59
"292",471
"293",410
"294",387
"295",181
"296",117
"297",122
"298",434
"299",307
"300",214
"301",216
"302",75
"303",325
"304",279
"305",354
"306",32
"307",107
"308",426
"309",106
"310",291
"311",138
"312",106
"313",303
"314",86
"315",7
"316",151
"317",13
"318",328
"319",100
"320",283
"321",126
"322",273
"323",230
"324",376
"325",209
"326",304
"327",123
"328",433
"329",165
"330",79
"331",456
"332",404
"333",128
"334",442
"335",76
"336",288
"337",144
"338",60
"339",450
"340",347
"341",262
"342",424
"343",127
"344",381
"345",310
"346",171
"347",14
"348",52
"349",42
"350",26
"351",105
"352",41
"353",464
"354",269
"355",314
"356",60
"357",334
"358",276
"359",299
"360",291
"361",221
"362",141
"363",419
"364",214
"365",453
"366",389
"367",391
"368",342
"369",363
"370",180
"371",145
"372",339
"373",184
"374",370
"375",258
"376",203
"377",375
"378",13
"379",297
"380",427
"381",433
"382",44
"383",386
"384",147
"385",106
"386",334
"387",64
"388",309
"389",185
"390",453
"391",9
"392",8
"393",190
"394",196
"395",367
"396",342
"397",261
"398",193
"399",60
"400",134
"401",339
"402",269
"403",340
"404",135
"405",74
"406",301
"407",419
"408",463
"409",430
"410",27
"411",38
"412",465
"413",137
"414",5
"415",129
"416",283
"417",17
"418",57
"419",231
"420",243
"421",318
"422",347
"423",72
"424",496
"425",356
"426",13
"427",27
"428",164
"429",406
"430",177
"431",322
"432",88
"433",123
"434",75
"435",443
"436",263
"437",97
"438",422
"439",180
"440",288
"441",341
"442",352
"443",474
"444",134
"445",485
"446",326
"447",222
"448",53
"449",180
"450",182
"451",113
"452",488
"453",384
"454",314
"455",49
"456",344
"457",178
"458",162
"459",187
"460",163
"461",497
"462",379
"463",123
"464",211
"465",235
"466",240
"467",253
"468",221
"469",248
"470",215
"471",4
"472",24
"473",157
"474",79
"475",360
"476",12
"477",8
"478",27
"479",289
"480",188
"481",501
"482",259
"483",62
"484",183
"485",308
"486",495
"487",281
"488",449
"489",229
"490",202
"491",173
"492",379
"493",274
"494",324
"495",427
"496",501
"497",400
"498",67
"499",18
"500",99
"501",171
"502",184
"503",265
"504",177
"505",501
"506",104
"507",427
"508",288
"509",27
"510",437
"511",76
"512",59
"513",266
"514",280
"515",251
"516",174
"517",198
"518",95
"519",346
"520",496
"521",266
"522",420
"523",90
"524",164
"525",153
"526",403
"527",159
"528",68
"529",412
"530",285
"531",7
"532",61
"533",217
"534",45
"535",98
"536",209
"537",465
"538",180
"539",142
"540",141
"541",483
"542",264
"543",288
"544",113
"545",499
"546",372
"547",10
"548",197
"549",209
"550",316
"551",42
"552",175
