"","time_quasi_extinct"
"1",105
"2",473
"3",280
"4",339
"5",130
"6",57
"7",52
"8",48
"9",165
"10",124
"11",295
"12",415
"13",163
"14",259
"15",70
"16",501
"17",464
"18",362
"19",468
"20",432
"21",256
"22",136
"23",226
"24",442
"25",19
"26",304
"27",12
"28",285
"29",478
"30",205
"31",407
"32",56
"33",10
"34",451
"35",18
"36",259
"37",388
"38",46
"39",91
"40",479
"41",166
"42",275
"43",99
"44",291
"45",111
"46",315
"47",57
"48",463
"49",308
"50",223
"51",105
"52",60
"53",352
"54",425
"55",26
"56",348
"57",440
"58",31
"59",21
"60",412
"61",124
"62",239
"63",242
"64",444
"65",156
"66",182
"67",243
"68",40
"69",12
"70",309
"71",409
"72",478
"73",434
"74",109
"75",123
"76",335
"77",178
"78",281
"79",439
"80",101
"81",263
"82",328
"83",295
"84",452
"85",271
"86",455
"87",270
"88",459
"89",349
"90",67
"91",344
"92",164
"93",421
"94",71
"95",468
"96",461
"97",223
"98",290
"99",440
"100",379
"101",244
"102",406
"103",41
"104",345
"105",369
"106",312
"107",244
"108",41
"109",8
"110",107
"111",444
"112",456
"113",28
"114",368
"115",164
"116",179
"117",166
"118",322
"119",221
"120",178
"121",73
"122",291
"123",153
"124",446
"125",111
"126",88
"127",90
"128",201
"129",396
"130",211
"131",262
"132",104
"133",465
"134",59
"135",438
"136",475
"137",451
"138",369
"139",235
"140",179
"141",148
"142",383
"143",306
"144",449
"145",405
"146",128
"147",70
"148",354
"149",27
"150",72
"151",281
"152",404
"153",433
"154",228
"155",13
"156",499
"157",148
"158",208
"159",62
"160",491
"161",25
"162",295
"163",442
"164",452
"165",108
"166",373
"167",250
"168",459
"169",94
"170",252
"171",69
"172",367
"173",366
"174",294
"175",434
"176",501
"177",484
"178",268
"179",217
"180",25
"181",166
"182",352
"183",146
"184",345
"185",275
"186",462
"187",492
"188",141
"189",173
"190",460
"191",144
"192",474
"193",204
"194",165
"195",74
"196",446
"197",264
"198",90
"199",30
"200",16
"201",102
"202",231
"203",95
"204",281
"205",10
"206",186
"207",119
"208",471
"209",185
"210",54
"211",486
"212",169
"213",59
"214",106
"215",477
"216",153
"217",148
"218",304
"219",156
"220",197
"221",326
"222",280
"223",329
"224",53
"225",465
"226",452
"227",43
"228",350
"229",70
"230",272
"231",131
"232",166
"233",204
"234",366
"235",416
"236",387
"237",260
"238",481
"239",256
"240",405
"241",391
"242",286
"243",141
"244",121
"245",70
"246",301
"247",400
"248",395
"249",247
"250",25
"251",389
"252",129
"253",89
"254",133
"255",354
"256",273
"257",456
"258",45
"259",371
"260",243
"261",439
"262",58
"263",441
"264",501
"265",430
"266",417
"267",228
"268",492
"269",478
"270",150
"271",278
"272",28
"273",188
"274",478
"275",128
"276",133
"277",289
"278",54
"279",289
"280",45
"281",130
"282",351
"283",15
"284",158
"285",313
"286",125
"287",101
"288",347
"289",304
"290",419
"291",429
"292",103
"293",347
"294",342
"295",346
"296",20
"297",7
"298",397
"299",36
"300",133
"301",197
"302",72
"303",180
"304",436
"305",483
"306",443
"307",489
"308",63
"309",429
"310",123
"311",7
"312",405
"313",459
"314",439
"315",237
"316",388
"317",344
"318",370
"319",332
"320",137
"321",114
"322",464
"323",369
"324",73
"325",443
"326",444
"327",461
"328",223
"329",443
"330",109
"331",472
"332",259
"333",92
"334",154
"335",361
"336",351
"337",425
"338",153
"339",237
"340",262
"341",295
"342",478
"343",185
"344",71
"345",257
"346",50
"347",181
"348",159
"349",33
"350",11
"351",482
"352",311
"353",17
"354",225
"355",231
"356",465
"357",96
"358",292
"359",393
"360",376
"361",86
"362",414
"363",24
"364",27
"365",363
"366",222
"367",38
"368",345
"369",105
"370",98
"371",138
"372",172
"373",358
"374",175
"375",54
"376",368
"377",399
"378",275
"379",435
"380",385
"381",67
"382",279
"383",487
"384",332
"385",321
"386",158
"387",200
"388",312
"389",304
"390",67
"391",444
"392",10
"393",244
"394",277
"395",165
"396",265
"397",172
"398",434
"399",251
"400",336
"401",416
"402",218
"403",59
"404",286
"405",295
"406",332
"407",343
