"","time_quasi_extinct"
"1",63
"2",104
"3",21
"4",283
"5",347
"6",471
"7",469
"8",83
"9",455
"10",226
"11",297
"12",312
"13",416
"14",250
"15",173
"16",79
"17",369
"18",256
"19",238
"20",394
"21",21
"22",470
"23",61
"24",402
"25",232
"26",161
"27",139
"28",167
"29",138
"30",118
"31",217
"32",371
"33",56
"34",397
"35",284
"36",315
"37",349
"38",429
"39",128
"40",243
"41",196
"42",132
"43",260
"44",349
"45",28
"46",392
"47",45
"48",405
"49",53
"50",6
"51",491
"52",32
"53",164
"54",255
"55",383
"56",218
"57",420
"58",26
"59",227
"60",450
"61",215
"62",376
"63",113
"64",10
"65",332
"66",37
"67",333
"68",287
"69",99
"70",30
"71",306
"72",28
"73",331
"74",342
"75",326
"76",4
"77",63
"78",177
"79",59
"80",280
"81",242
"82",395
"83",146
"84",157
"85",302
"86",101
"87",400
"88",175
"89",6
"90",370
"91",91
"92",299
"93",451
"94",260
"95",298
"96",244
"97",497
"98",366
"99",22
"100",92
"101",120
"102",117
"103",198
"104",61
"105",186
"106",88
"107",117
"108",330
"109",285
"110",211
"111",9
"112",256
"113",424
"114",179
"115",100
"116",277
"117",158
"118",421
"119",385
"120",101
"121",9
"122",346
"123",356
"124",76
"125",98
"126",418
"127",232
"128",68
"129",481
"130",10
"131",421
"132",454
"133",421
"134",4
"135",395
"136",257
"137",300
"138",254
"139",189
"140",493
"141",42
"142",488
"143",9
"144",450
"145",234
"146",129
"147",237
"148",41
"149",218
"150",437
"151",145
"152",429
"153",44
"154",165
"155",228
"156",378
"157",209
"158",110
"159",13
"160",100
"161",324
"162",471
"163",450
"164",16
"165",308
"166",282
"167",275
"168",7
"169",193
"170",198
"171",32
"172",44
"173",423
"174",5
"175",138
"176",389
"177",217
"178",313
"179",387
"180",493
"181",330
"182",318
"183",87
"184",359
"185",27
"186",276
"187",225
"188",362
"189",435
"190",129
"191",465
"192",39
"193",349
"194",466
"195",249
"196",429
"197",364
"198",304
"199",159
"200",43
"201",39
"202",148
"203",73
"204",467
"205",274
"206",263
"207",363
"208",73
"209",6
"210",99
"211",435
"212",101
"213",146
"214",308
"215",311
"216",219
"217",124
"218",78
"219",271
"220",233
"221",186
"222",334
"223",437
"224",12
"225",231
"226",183
"227",289
"228",54
"229",218
"230",20
"231",451
"232",222
"233",135
"234",294
"235",168
"236",161
"237",201
"238",171
"239",154
"240",422
"241",205
"242",461
"243",429
"244",18
"245",68
"246",90
"247",7
"248",166
"249",194
"250",441
"251",18
"252",310
"253",275
"254",157
"255",11
"256",265
"257",349
"258",360
"259",424
"260",143
"261",484
"262",259
"263",132
"264",370
"265",345
"266",386
"267",54
"268",95
"269",307
"270",486
"271",147
"272",382
"273",373
"274",410
"275",102
"276",113
"277",149
