"","TTE","PATCH"
"355",13,"C"
"356",24,"C"
"357",62,"C"
"358",89,"B"
"359",69,"C"
"360",46,"C"
"361",103,"C"
"362",147,"C"
"363",81,"B"
"364",251,"C"
"365",68,"C"
"366",101,"C"
"367",433,"C"
"368",116,"C"
"369",49,"B"
"370",36,"C"
"371",78,"C"
"372",136,"C"
"373",127,"C"
"374",58,"C"
"375",68,"C"
"376",221,"C"
"377",85,"C"
"378",11,"B"
"379",46,"C"
"380",209,"C"
"381",95,"B"
"382",19,"C"
"383",46,"B"
"384",17,"C"
"385",70,"C"
"386",22,"C"
"387",48,"B"
"388",82,"B"
"389",29,"C"
"390",178,"C"
"391",115,"C"
"392",11,"B"
"393",93,"C"
"394",103,"C"
"395",26,"C"
"396",244,"C"
"397",79,"C"
"398",50,"C"
"399",40,"B"
"400",322,"B"
"401",149,"C"
"402",20,"B"
"403",22,"C"
"404",54,"B"
"405",109,"C"
"406",41,"C"
"407",142,"C"
"408",303,"C"
"409",81,"B"
"410",269,"C"
"411",12,"C"
"412",67,"B"
"413",86,"B"
"414",53,"B"
"415",69,"C"
"416",31,"B"
"417",132,"C"
"418",12,"C"
"419",24,"B"
"420",39,"C"
"421",63,"C"
"422",113,"C"
"423",56,"C"
"424",174,"C"
"425",60,"C"
"426",52,"C"
"427",63,"B"
"428",117,"C"
"429",56,"C"
"430",26,"C"
"431",30,"C"
"432",57,"B"
"433",217,"C"
"434",184,"C"
"435",18,"C"
"436",27,"C"
"437",294,"C"
"438",175,"C"
"439",33,"C"
"440",62,"C"
"441",120,"C"
"442",172,"B"
"443",34,"C"
"444",90,"B"
"445",24,"C"
"446",143,"B"
"447",271,"C"
"448",71,"C"
"449",65,"C"
"450",102,"C"
"451",30,"C"
"452",117,"C"
"453",109,"C"
"454",55,"C"
"455",10,"C"
"456",18,"C"
"457",16,"C"
"458",73,"C"
"459",243,"C"
"460",66,"C"
"461",53,"C"
"462",37,"C"
"463",244,"C"
"464",31,"C"
"465",48,"C"
"466",212,"C"
"467",71,"C"
"468",115,"C"
"469",61,"C"
"470",194,"C"
"471",69,"B"
"472",331,"C"
"473",69,"B"
"474",26,"B"
"475",115,"B"
"476",69,"C"
"477",34,"C"
"478",55,"C"
"479",259,"C"
"480",54,"B"
"481",205,"C"
"482",63,"C"
"483",101,"C"
"484",71,"B"
"485",132,"C"
"486",14,"C"
"487",328,"B"
"488",31,"C"
"489",21,"C"
"490",170,"C"
"491",69,"C"
"492",105,"C"
"493",79,"B"
"494",23,"B"
"495",205,"C"
"496",53,"C"
"497",110,"B"
"498",34,"C"
"499",120,"C"
"500",139,"C"
"501",53,"C"
"502",79,"C"
"503",205,"C"
"504",200,"C"
"505",45,"C"
"506",10,"C"
"507",74,"C"
"508",107,"B"
"509",55,"B"
"510",23,"C"
"511",169,"B"
"512",121,"C"
"513",37,"C"
"514",86,"C"
"515",133,"C"
"516",183,"B"
"517",92,"C"
"518",74,"C"
"519",35,"C"
"520",60,"C"
"521",122,"C"
"522",67,"C"
"523",107,"B"
"524",18,"C"
"525",187,"B"
"526",52,"C"
"527",64,"B"
"528",78,"C"
"529",243,"B"
"530",165,"B"
"531",28,"B"
"532",140,"C"
"533",16,"C"
"534",262,"C"
"535",31,"C"
"536",24,"C"
"537",109,"B"
"538",142,"C"
"539",76,"C"
"540",351,"C"
"541",22,"C"
"542",27,"C"
"543",19,"B"
"544",91,"B"
"545",39,"C"
"546",13,"C"
"547",86,"C"
"548",19,"C"
"549",92,"C"
"550",21,"C"
"551",44,"B"
"552",88,"C"
"553",23,"C"
"554",28,"C"
"555",29,"C"
"556",13,"C"
"557",14,"B"
"558",347,"C"
"559",97,"C"
"560",17,"B"
"561",211,"B"
"562",66,"C"
"563",59,"C"
"564",263,"C"
"565",146,"C"
"566",42,"C"
"567",240,"C"
"568",23,"C"
"569",116,"B"
"570",44,"C"
"571",50,"C"
"572",82,"B"
"573",212,"C"
"574",89,"B"
"575",21,"B"
"576",153,"B"
"577",78,"C"
"578",425,"B"
"579",315,"B"
"580",96,"B"
"581",142,"B"
"582",249,"C"
"583",25,"C"
"584",159,"C"
"585",46,"C"
"586",18,"C"
"587",61,"C"
"588",27,"C"
"589",182,"C"
"590",68,"C"
"591",118,"C"
"592",63,"C"
"593",13,"C"
"594",111,"C"
"595",117,"B"
"596",122,"C"
"597",178,"B"
"598",42,"C"
"599",19,"C"
"600",21,"C"
"601",27,"C"
"602",216,"C"
"603",176,"C"
"604",116,"C"
"605",92,"C"
"606",70,"C"
"607",358,"C"
"608",199,"C"
"609",18,"C"
"610",11,"C"
"611",37,"B"
"612",324,"C"
"613",18,"C"
"614",24,"C"
"615",30,"C"
"616",51,"C"
"617",51,"C"
"618",22,"B"
"619",217,"C"
"620",27,"B"
"621",173,"C"
"622",14,"C"
"623",107,"C"
"624",22,"C"
"625",132,"C"
"626",318,"C"
"627",48,"C"
"628",28,"C"
"629",77,"C"
"630",22,"C"
"631",57,"C"
"632",178,"C"
"633",238,"C"
"634",71,"B"
"635",74,"C"
"636",66,"B"
"637",42,"C"
"638",106,"B"
"639",98,"C"
"640",167,"C"
"641",51,"C"
"642",74,"C"
"643",94,"C"
"644",133,"C"
"645",26,"C"
"646",72,"B"
"647",64,"B"
"648",146,"B"
"649",19,"C"
"650",200,"B"
"651",12,"C"
"652",148,"C"
"653",106,"C"
"654",42,"C"
"655",148,"C"
"656",129,"C"
"657",260,"C"
"658",80,"C"
"659",116,"C"
"660",81,"C"
"661",171,"C"
"662",90,"C"
"663",39,"C"
"664",50,"B"
"665",30,"C"
"666",183,"C"
"667",59,"C"
"668",150,"C"
"669",34,"B"
"670",6,"C"
"671",22,"C"
"672",16,"C"
"673",308,"B"
"674",59,"C"
"675",56,"B"
"676",135,"C"
"677",262,"C"
"678",97,"C"
"679",17,"C"
"680",10,"C"
"681",17,"C"
"682",156,"C"
"683",113,"C"
"684",12,"C"
"685",411,"C"
"686",26,"B"
"687",168,"B"
"688",121,"B"
"689",210,"C"
"690",24,"C"
"691",71,"C"
"692",155,"C"
"693",129,"B"
"694",9,"C"
"695",41,"C"
"696",77,"C"
"697",65,"C"
"698",165,"C"
"699",17,"B"
"700",25,"B"
"701",376,"B"
"702",57,"C"
"703",27,"C"
"704",14,"C"
"705",275,"C"
"706",128,"C"
"707",52,"C"
"708",289,"C"
"709",60,"C"
"710",77,"C"
"711",45,"C"
"712",53,"C"
"713",45,"C"
"714",150,"B"
"715",44,"C"
"716",432,"C"
"717",397,"C"
"718",68,"C"
"719",27,"C"
"720",20,"C"
"721",22,"B"
"722",186,"C"
"723",228,"C"
"724",48,"B"
"725",97,"B"
"726",92,"C"
"727",101,"B"
"728",342,"C"
"729",13,"C"
"730",75,"C"
"731",91,"C"
"732",129,"C"
"733",16,"B"
"734",60,"B"
"735",19,"C"
"736",161,"C"
"737",83,"B"
"738",16,"C"
"739",50,"C"
"740",29,"B"
"741",102,"B"
"742",50,"C"
"743",63,"C"
"744",39,"B"
"745",29,"C"
"746",315,"C"
"747",23,"C"
"748",25,"C"
"749",69,"C"
"750",26,"B"
"751",88,"C"
"752",166,"C"
"753",314,"C"
"754",51,"C"
"755",410,"C"
"756",93,"B"
"757",167,"C"
"758",48,"C"
"759",74,"C"
"760",186,"C"
"761",61,"C"
"762",26,"C"
"763",34,"C"
"764",158,"B"
"765",16,"C"
"766",33,"C"
"767",10,"C"
"768",93,"B"
"769",64,"B"
"770",67,"C"
"771",65,"C"
"772",12,"C"
"773",70,"C"
"774",17,"B"
"775",319,"C"
"776",24,"C"
"777",67,"C"
"778",92,"C"
"779",68,"C"
"780",49,"B"
"781",87,"C"
"782",169,"C"
"783",51,"C"
"784",142,"C"
"785",22,"C"
"786",37,"C"
"787",55,"C"
"788",11,"C"
"789",160,"C"
"790",126,"C"
"791",106,"C"
"792",49,"C"
"793",26,"C"
"794",98,"C"
"795",103,"C"
"796",147,"C"
"797",58,"B"
"798",105,"B"
"799",20,"B"
"800",9,"B"
"801",221,"C"
"802",361,"C"
"803",41,"C"
"804",95,"C"
"805",118,"C"
"806",16,"C"
"807",267,"C"
"808",126,"C"
"809",141,"C"
"810",220,"C"
"811",312,"C"
"812",55,"C"
"813",74,"C"
"814",22,"C"
"815",93,"B"
"816",173,"B"
"817",60,"C"
"818",42,"B"
"819",19,"B"
"820",20,"C"
"821",71,"C"
"822",128,"C"
"823",171,"C"
"824",99,"C"
"825",175,"B"
"826",141,"C"
"827",68,"B"
"828",15,"C"
"829",28,"B"
"830",82,"C"
"831",21,"C"
"832",92,"C"
"833",32,"C"
"834",213,"C"
"835",45,"C"
"836",42,"B"
"837",172,"B"
"838",23,"C"
"839",29,"C"
"840",262,"C"
"841",78,"B"
"842",221,"B"
"843",88,"C"
"844",361,"C"
"845",102,"C"
"846",64,"C"
"847",38,"C"
"848",16,"C"
"849",42,"B"
"850",86,"C"
"851",56,"C"
"852",30,"B"
"853",50,"C"
"854",139,"C"
"855",241,"C"
"856",19,"C"
"857",79,"C"
"858",18,"B"
"859",44,"C"
"860",87,"B"
"861",120,"C"
"862",80,"C"
"863",140,"B"
"864",59,"B"
"865",184,"B"
"866",47,"C"
"867",33,"C"
"868",21,"B"
"869",77,"C"
"870",59,"C"
"871",48,"C"
"872",36,"C"
"873",79,"C"
"874",44,"C"
"875",76,"C"
"876",203,"C"
"877",45,"C"
"878",118,"C"
"879",86,"C"
"880",138,"C"
"881",181,"C"
"882",33,"C"
"883",114,"C"
"884",56,"C"
"885",133,"C"
"886",47,"C"
"887",53,"C"
"888",138,"B"
"889",58,"B"
"890",22,"B"
"891",13,"C"
"892",268,"C"
"893",73,"B"
"894",59,"B"
"895",42,"C"
"896",86,"B"
"897",31,"C"
"898",114,"C"
"899",119,"B"
"900",307,"C"
"901",25,"B"
"902",130,"C"
"903",95,"B"
"904",18,"C"
"905",54,"C"
"906",93,"B"
"907",21,"B"
"908",88,"C"
"909",58,"B"
"910",57,"C"
"911",27,"C"
"912",132,"B"
"913",148,"C"
"914",44,"B"
"915",284,"B"
"916",27,"C"
"917",31,"C"
"918",39,"C"
"919",135,"B"
"920",87,"C"
"921",177,"C"
"922",26,"C"
"923",76,"C"
"924",138,"C"
"925",16,"C"
"926",198,"C"
"927",125,"C"
"928",162,"C"
"929",303,"C"
"930",135,"C"
"931",90,"C"
"932",97,"B"
"933",17,"C"
"934",20,"B"
"935",86,"B"
"936",40,"C"
"937",62,"C"
"938",47,"C"
"939",137,"C"
"940",56,"B"
"941",157,"B"
"942",110,"C"
"943",20,"B"
"944",51,"C"
"945",22,"B"
"946",19,"C"
"947",81,"C"
"948",14,"C"
"949",461,"C"
"950",55,"C"
"951",16,"C"
"952",58,"C"
"953",169,"C"
"954",42,"C"
"955",32,"C"
"956",38,"B"
"957",35,"C"
"958",15,"C"
"959",88,"C"
"960",43,"C"
"961",67,"C"
"962",26,"C"
"963",29,"B"
"964",66,"C"
"965",226,"C"
"966",54,"C"
"967",19,"C"
"968",109,"B"
"969",46,"C"
"970",174,"C"
"971",19,"C"
"972",39,"C"
"973",59,"C"
"974",85,"C"
"975",79,"C"
"976",218,"C"
"977",94,"B"
"978",25,"C"
"979",113,"B"
"980",38,"C"
"981",45,"B"
"982",39,"B"
"983",12,"B"
"984",51,"C"
"985",54,"C"
"986",304,"B"
"987",195,"C"
"988",121,"C"
"989",50,"C"
"990",27,"C"
"991",18,"B"
"992",106,"B"
"993",95,"B"
"994",31,"C"
"995",96,"C"
"996",49,"C"
"997",109,"C"
"998",27,"B"
"999",36,"C"
"1000",18,"C"
"1001",43,"C"
"1002",29,"C"
"1003",24,"C"
"1004",97,"C"
"1005",26,"C"
"1006",53,"C"
"1007",57,"C"
"1008",144,"B"
"1009",41,"C"
"1010",114,"C"
"1011",27,"C"
"1012",227,"B"
"1013",230,"C"
"1014",9,"C"
"1015",181,"C"
"1016",69,"C"
"1017",48,"C"
"1018",177,"C"
"1019",172,"C"
"1020",60,"B"
"1021",83,"C"
"1022",135,"C"
"1023",149,"C"
"1024",10,"C"
"1025",63,"C"
"1026",18,"C"
"1027",58,"B"
"1028",29,"C"
"1029",132,"C"
"1030",162,"B"
"1031",228,"C"
"1032",14,"C"
"1033",12,"C"
"1034",11,"C"
"1035",60,"C"
"1036",41,"C"
"1037",67,"C"
"1038",40,"C"
"1039",242,"C"
"1040",120,"C"
"1041",127,"C"
"1042",45,"B"
"1043",62,"C"
"1044",16,"C"
"1045",16,"C"
"1046",110,"C"
"1047",21,"C"
"1048",23,"C"
"1049",35,"C"
"1050",57,"B"
"1051",135,"C"
"1052",94,"C"
"1053",28,"B"
"1054",57,"C"
"1055",27,"C"
"1056",137,"C"
"1057",13,"C"
"1058",122,"C"
"1059",7,"C"
"1060",97,"C"
"1061",69,"C"
"1062",33,"C"
"1063",21,"C"
"1064",77,"C"
"1065",160,"C"
"1066",56,"C"
"1067",204,"C"
"1068",45,"C"
"1069",80,"C"
"1070",232,"C"
"1071",231,"C"
"1072",169,"C"
"1073",44,"B"
"1074",113,"C"
"1075",88,"C"
"1076",153,"C"
"1077",195,"C"
"1078",22,"C"
"1079",140,"C"
"1080",40,"C"
"1081",11,"C"
"1082",27,"B"
"1083",37,"B"
"1084",50,"C"
"1085",24,"C"
"1086",16,"C"
"1087",304,"C"
"1088",114,"C"
"1089",34,"C"
"1090",52,"C"
"1091",200,"C"
"1092",157,"C"
"1093",286,"C"
"1094",38,"C"
"1095",376,"B"
"1096",94,"C"
"1097",26,"B"
"1098",35,"C"
"1099",38,"B"
"1100",46,"C"
"1101",50,"C"
"1102",26,"B"
"1103",45,"C"
"1104",30,"C"
"1105",32,"C"
"1106",205,"B"
"1107",108,"B"
"1108",170,"C"
"1109",71,"C"
"1110",188,"B"
"1111",42,"C"
"1112",92,"C"
"1113",82,"C"
"1114",85,"C"
"1115",127,"B"
"1116",20,"B"
"1117",24,"C"
"1118",41,"B"
"1119",150,"C"
"1120",15,"C"
"1121",58,"C"
"1122",40,"B"
"1123",131,"C"
"1124",48,"C"
"1125",86,"C"
"1126",51,"C"
"1127",158,"C"
"1128",152,"C"
"1129",28,"C"
"1130",105,"C"
"1131",50,"C"
"1132",202,"B"
"1133",43,"B"
"1134",255,"C"
"1135",107,"C"
"1136",84,"B"
"1137",78,"C"
"1138",15,"C"
"1139",83,"B"
"1140",59,"B"
"1141",165,"C"
"1142",189,"C"
"1143",30,"C"
"1144",55,"B"
"1145",130,"C"
"1146",25,"C"
"1147",43,"C"
"1148",27,"B"
"1149",87,"C"
"1150",66,"B"
"1151",82,"B"
"1152",145,"B"
"1153",88,"C"
"1154",22,"C"
"1155",37,"C"
"1156",16,"C"
"1157",102,"C"
"1158",106,"C"
"1159",27,"C"
"1160",27,"C"
"1161",33,"B"
"1162",76,"C"
"1163",43,"C"
"1164",66,"C"
"1165",45,"B"
"1166",22,"C"
"1167",127,"C"
"1168",143,"C"
"1169",123,"C"
"1170",46,"C"
"1171",86,"B"
"1172",56,"B"
"1173",56,"B"
"1174",18,"C"
"1175",44,"C"
"1176",58,"B"
"1177",81,"C"
"1178",86,"C"
"1179",63,"C"
"1180",69,"B"
"1181",37,"B"
"1182",93,"B"
"1183",312,"C"
"1184",54,"B"
"1185",123,"C"
"1186",177,"C"
"1187",21,"C"
"1188",167,"C"
"1189",296,"C"
"1190",50,"B"
"1191",302,"C"
"1192",26,"B"
"1193",224,"B"
"1194",165,"C"
"1195",63,"B"
"1196",25,"C"
"1197",143,"B"
"1198",120,"C"
"1199",54,"B"
"1200",59,"C"
"1201",23,"C"
"1202",177,"B"
"1203",39,"C"
"1204",228,"C"
"1205",15,"C"
"1206",23,"C"
"1207",91,"C"
"1208",110,"C"
"1209",19,"C"
"1210",175,"C"
"1211",183,"C"
"1212",69,"C"
"1213",54,"C"
"1214",321,"C"
"1215",114,"B"
"1216",17,"C"
"1217",139,"C"
"1218",145,"C"
"1219",50,"C"
"1220",70,"C"
"1221",45,"C"
"1222",41,"B"
"1223",63,"B"
"1224",59,"C"
"1225",64,"C"
"1226",73,"B"
"1227",191,"C"
"1228",26,"C"
"1229",42,"B"
"1230",95,"B"
"1231",44,"C"
"1232",100,"C"
"1233",33,"C"
"1234",98,"C"
"1235",16,"C"
"1236",365,"B"
"1237",32,"C"
"1238",163,"C"
"1239",189,"C"
"1240",73,"C"
"1241",61,"C"
"1242",47,"C"
"1243",202,"C"
"1244",71,"C"
"1245",75,"B"
"1246",54,"C"
"1247",22,"B"
"1248",38,"C"
"1249",113,"C"
"1250",53,"C"
"1251",40,"C"
"1252",66,"C"
"1253",23,"C"
"1254",52,"C"
"1255",98,"C"
"1256",15,"C"
"1257",58,"C"
"1258",125,"C"
"1259",113,"C"
"1260",28,"C"
"1261",78,"C"
"1262",79,"B"
"1263",28,"B"
"1264",23,"C"
"1265",58,"C"
"1266",224,"C"
"1267",451,"C"
"1268",29,"C"
"1269",44,"C"
"1270",65,"C"
"1271",202,"B"
"1272",25,"C"
"1273",344,"C"
"1274",35,"C"
"1275",157,"C"
"1276",57,"C"
"1277",109,"C"
"1278",285,"C"
"1279",161,"C"
"1280",58,"B"
"1281",48,"B"
"1282",71,"B"
"1283",83,"C"
"1284",92,"C"
"1285",167,"C"
"1286",35,"B"
"1287",130,"C"
"1288",131,"B"
"1289",51,"B"
"1290",41,"B"
"1291",135,"B"
"1292",157,"C"
"1293",169,"C"
"1294",289,"C"
"1295",134,"C"
"1296",203,"B"
"1297",26,"C"
"1298",171,"C"
"1299",112,"C"
"1300",43,"C"
"1301",83,"C"
"1302",130,"C"
"1303",152,"B"
"1304",147,"C"
"1305",144,"C"
"1306",74,"C"
"1307",44,"C"
"1308",31,"C"
"1309",12,"C"
"1310",198,"C"
"1311",62,"C"
"1312",180,"C"
"1313",210,"C"
"1314",50,"B"
"1315",160,"C"
"1316",33,"B"
"1317",72,"C"
"1318",203,"C"
"1319",226,"C"
"1320",486,"C"
"1321",29,"C"
"1322",119,"C"
"1323",35,"C"
"1324",54,"C"
"1325",58,"C"
"1326",27,"C"
"1327",106,"C"
"1328",59,"B"
"1329",264,"B"
"1330",38,"B"
"1331",130,"C"
"1332",86,"C"
"1333",43,"C"
"1334",13,"C"
"1335",147,"C"
"1336",18,"C"
"1337",49,"C"
"1338",11,"C"
"1339",106,"C"
"1340",173,"C"
"1341",55,"C"
"1342",63,"C"
"1343",84,"C"
"1344",70,"B"
"1345",36,"C"
"1346",77,"C"
"1347",145,"C"
"1348",70,"C"
"1349",34,"C"
"1350",37,"B"
"1351",249,"C"
"1352",62,"C"
"1353",154,"C"
"1354",107,"C"
"1355",103,"C"
"1356",54,"C"
"1357",15,"C"
"1358",27,"C"
"1359",172,"C"
"1360",36,"B"
"1361",75,"C"
"1362",33,"C"
"1363",47,"C"
"1364",47,"C"
"1365",85,"C"
"1366",73,"C"
"1367",272,"C"
"1368",112,"C"
"1369",76,"B"
"1370",22,"C"
"1371",142,"C"
"1372",73,"C"
"1373",153,"C"
"1374",16,"C"
"1375",57,"C"
"1376",73,"C"
"1377",70,"C"
"1378",155,"C"
"1379",45,"B"
"1380",44,"C"
"1381",166,"C"
"1382",207,"B"
"1383",24,"C"
"1384",52,"C"
"1385",86,"B"
"1386",18,"B"
"1387",49,"B"
"1388",93,"C"
"1389",51,"C"
"1390",29,"C"
"1391",53,"C"
"1392",107,"C"
"1393",46,"C"
"1394",36,"C"
"1395",157,"C"
"1396",57,"C"
"1397",152,"B"
"1398",49,"C"
"1399",47,"C"
"1400",30,"C"
"1401",18,"B"
"1402",329,"C"
"1403",93,"C"
"1404",27,"C"
"1405",221,"C"
"1406",32,"C"
"1407",18,"C"
"1408",178,"C"
"1409",20,"C"
"1410",118,"C"
"1411",20,"C"
"1412",61,"C"
"1413",20,"C"
"1414",308,"C"
"1415",42,"C"
"1416",98,"B"
"1417",279,"C"
"1418",172,"C"
"1419",100,"B"
"1420",80,"C"
"1421",139,"B"
"1422",65,"C"
"1423",263,"B"
"1424",19,"C"
"1425",94,"C"
"1426",53,"C"
"1427",28,"C"
"1428",51,"C"
"1429",50,"C"
"1430",63,"B"
"1431",66,"C"
"1432",184,"C"
"1433",300,"C"
"1434",217,"B"
"1435",27,"C"
"1436",32,"C"
"1437",120,"C"
"1438",51,"C"
"1439",19,"C"
"1440",64,"C"
"1441",146,"C"
"1442",167,"C"
"1443",167,"C"
"1444",100,"C"
"1445",174,"C"
"1446",32,"C"
"1447",76,"B"
"1448",32,"C"
"1449",154,"C"
"1450",103,"C"
"1451",94,"C"
"1452",12,"C"
"1453",122,"C"
"1454",45,"B"
"1455",285,"C"
"1456",386,"C"
"1457",427,"C"
"1458",132,"C"
"1459",90,"B"
"1460",88,"C"
"1461",164,"C"
"1462",102,"C"
"1463",22,"C"
"1464",154,"C"
"1465",150,"C"
"1466",29,"C"
"1467",73,"C"
"1468",67,"C"
"1469",17,"C"
"1470",95,"B"
"1471",102,"C"
"1472",59,"C"
"1473",171,"C"
"1474",130,"C"
"1475",49,"C"
"1476",40,"C"
"1477",71,"C"
"1478",93,"C"
"1479",241,"B"
"1480",146,"C"
"1481",130,"C"
"1482",379,"B"
"1483",32,"C"
"1484",217,"C"
"1485",132,"C"
"1486",71,"C"
"1487",106,"C"
"1488",30,"C"
"1489",124,"C"
"1490",65,"C"
"1491",352,"B"
"1492",204,"C"
"1493",189,"C"
"1494",183,"C"
"1495",22,"B"
"1496",11,"C"
"1497",111,"C"
